,0,orig shp,origin,t_wrld
435,ts-LNDb-0220-0232.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0232
436,ts-LNDb-0220-0235.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0235
437,ts-LNDb-0220-0238.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0238
438,ts-LNDb-0220-0241.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0241
439,ts-LNDb-0220-0244.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0244
440,ts-LNDb-0220-0247.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0247
441,ts-LNDb-0220-0250.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0250
442,ts-LNDb-0220-0253.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0253
443,ts-LNDb-0220-0256.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0256
444,ts-LNDb-0220-0259.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0259
445,ts-LNDb-0220-0262.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0262
446,ts-LNDb-0220-0265.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0265
447,ts-LNDb-0220-0268.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0268
448,ts-LNDb-0220-0271.jpg,"(305, 512, 512)","(-199.1259765625, -359.6259765625, -368.0)",ts-LNDb-0220-0271
449,ts-LNDb-0128-0205.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0205
450,ts-LNDb-0128-0208.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0208
451,ts-LNDb-0128-0211.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0211
452,ts-LNDb-0128-0214.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0214
453,ts-LNDb-0128-0217.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0217
454,ts-LNDb-0128-0220.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0220
455,ts-LNDb-0128-0223.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0223
456,ts-LNDb-0128-0226.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0226
457,ts-LNDb-0128-0229.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0229
458,ts-LNDb-0128-0232.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0232
459,ts-LNDb-0128-0235.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0235
460,ts-LNDb-0128-0238.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0238
461,ts-LNDb-0128-0241.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0241
462,ts-LNDb-0128-0244.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0244
463,ts-LNDb-0128-0247.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0247
464,ts-LNDb-0128-0250.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0250
465,ts-LNDb-0128-0253.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0253
466,ts-LNDb-0128-0256.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0256
467,ts-LNDb-0128-0259.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0259
468,ts-LNDb-0128-0262.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0262
469,ts-LNDb-0128-0265.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0265
470,ts-LNDb-0128-0268.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0268
471,ts-LNDb-0128-0271.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0271
472,ts-LNDb-0128-0274.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0274
473,ts-LNDb-0128-0277.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0277
474,ts-LNDb-0128-0280.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0280
475,ts-LNDb-0128-0283.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0283
476,ts-LNDb-0128-0286.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0286
477,ts-LNDb-0128-0289.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0289
478,ts-LNDb-0128-0292.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0292
479,ts-LNDb-0128-0295.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0295
480,ts-LNDb-0128-0298.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0298
481,ts-LNDb-0128-0301.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0301
482,ts-LNDb-0128-0304.jpg,"(343, 512, 512)","(-214.0615234375, -448.5615234375, -380.5)",ts-LNDb-0128-0304
483,ts-LNDb-0045-0219.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0219
484,ts-LNDb-0045-0222.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0222
485,ts-LNDb-0045-0225.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0225
486,ts-LNDb-0045-0228.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0228
487,ts-LNDb-0045-0231.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0231
488,ts-LNDb-0045-0234.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0234
489,ts-LNDb-0045-0237.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0237
490,ts-LNDb-0045-0240.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0240
491,ts-LNDb-0045-0243.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0243
492,ts-LNDb-0045-0246.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0246
493,ts-LNDb-0045-0249.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0249
494,ts-LNDb-0045-0252.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0252
495,ts-LNDb-0045-0255.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0255
496,ts-LNDb-0045-0258.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0258
497,ts-LNDb-0045-0261.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0261
498,ts-LNDb-0045-0264.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0264
499,ts-LNDb-0045-0267.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0267
500,ts-LNDb-0045-0270.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0270
501,ts-LNDb-0045-0273.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0273
502,ts-LNDb-0045-0276.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0276
503,ts-LNDb-0045-0279.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0279
504,ts-LNDb-0045-0282.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0282
505,ts-LNDb-0045-0285.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0285
506,ts-LNDb-0045-0288.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0288
507,ts-LNDb-0045-0291.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0291
508,ts-LNDb-0045-0294.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0294
509,ts-LNDb-0045-0297.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0297
510,ts-LNDb-0045-0300.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0300
511,ts-LNDb-0045-0303.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0303
512,ts-LNDb-0045-0306.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0306
513,ts-LNDb-0045-0309.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0309
514,ts-LNDb-0045-0312.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0312
515,ts-LNDb-0045-0315.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0315
516,ts-LNDb-0045-0318.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0318
517,ts-LNDb-0045-0321.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0321
518,ts-LNDb-0045-0324.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0324
519,ts-LNDb-0045-0327.jpg,"(368, 512, 512)","(-157.673828125, -23.673828125, -425.0)",ts-LNDb-0045-0327
520,ts-LNDb-0012-0214.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0214
521,ts-LNDb-0012-0217.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0217
522,ts-LNDb-0012-0220.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0220
523,ts-LNDb-0012-0223.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0223
524,ts-LNDb-0012-0226.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0226
525,ts-LNDb-0012-0229.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0229
526,ts-LNDb-0012-0232.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0232
527,ts-LNDb-0012-0235.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0235
528,ts-LNDb-0012-0238.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0238
529,ts-LNDb-0012-0241.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0241
530,ts-LNDb-0012-0244.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0244
531,ts-LNDb-0012-0247.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0247
532,ts-LNDb-0012-0250.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0250
533,ts-LNDb-0012-0253.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0253
534,ts-LNDb-0012-0256.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0256
535,ts-LNDb-0012-0259.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0259
536,ts-LNDb-0012-0262.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0262
537,ts-LNDb-0012-0265.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0265
538,ts-LNDb-0012-0268.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0268
539,ts-LNDb-0012-0271.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0271
540,ts-LNDb-0012-0274.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0274
541,ts-LNDb-0012-0277.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0277
542,ts-LNDb-0012-0280.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0280
543,ts-LNDb-0012-0283.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0283
544,ts-LNDb-0012-0286.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0286
545,ts-LNDb-0012-0289.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0289
546,ts-LNDb-0012-0292.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0292
547,ts-LNDb-0012-0295.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0295
548,ts-LNDb-0012-0298.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0298
549,ts-LNDb-0012-0301.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0301
550,ts-LNDb-0012-0304.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0304
551,ts-LNDb-0012-0307.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0307
552,ts-LNDb-0012-0310.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0310
553,ts-LNDb-0012-0313.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0313
554,ts-LNDb-0012-0316.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0316
555,ts-LNDb-0012-0319.jpg,"(357, 512, 512)","(-200.1357421875, -348.1357421875, 531.5)",ts-LNDb-0012-0319
556,ts-LNDb-0134-0160.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0160
557,ts-LNDb-0134-0163.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0163
558,ts-LNDb-0134-0166.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0166
559,ts-LNDb-0134-0169.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0169
560,ts-LNDb-0134-0172.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0172
561,ts-LNDb-0134-0175.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0175
562,ts-LNDb-0134-0178.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0178
563,ts-LNDb-0134-0181.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0181
564,ts-LNDb-0134-0184.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0184
565,ts-LNDb-0134-0187.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0187
566,ts-LNDb-0134-0190.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0190
567,ts-LNDb-0134-0193.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0193
568,ts-LNDb-0134-0196.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0196
569,ts-LNDb-0134-0199.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0199
570,ts-LNDb-0134-0202.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0202
571,ts-LNDb-0134-0205.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0205
572,ts-LNDb-0134-0208.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0208
573,ts-LNDb-0134-0211.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0211
574,ts-LNDb-0134-0214.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0214
575,ts-LNDb-0134-0217.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0217
576,ts-LNDb-0134-0220.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0220
577,ts-LNDb-0134-0223.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0223
578,ts-LNDb-0134-0226.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0226
579,ts-LNDb-0134-0229.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0229
580,ts-LNDb-0134-0232.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0232
581,ts-LNDb-0134-0235.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0235
582,ts-LNDb-0134-0238.jpg,"(269, 512, 512)","(-170.1826171875, -324.1826171875, -251.0)",ts-LNDb-0134-0238
583,ts-LNDb-0187-0198.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0198
584,ts-LNDb-0187-0201.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0201
585,ts-LNDb-0187-0204.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0204
586,ts-LNDb-0187-0207.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0207
587,ts-LNDb-0187-0210.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0210
588,ts-LNDb-0187-0213.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0213
589,ts-LNDb-0187-0216.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0216
590,ts-LNDb-0187-0219.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0219
591,ts-LNDb-0187-0222.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0222
592,ts-LNDb-0187-0225.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0225
593,ts-LNDb-0187-0228.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0228
594,ts-LNDb-0187-0231.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0231
595,ts-LNDb-0187-0234.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0234
596,ts-LNDb-0187-0237.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0237
597,ts-LNDb-0187-0240.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0240
598,ts-LNDb-0187-0243.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0243
599,ts-LNDb-0187-0246.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0246
600,ts-LNDb-0187-0249.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0249
601,ts-LNDb-0187-0252.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0252
602,ts-LNDb-0187-0255.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0255
603,ts-LNDb-0187-0258.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0258
604,ts-LNDb-0187-0261.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0261
605,ts-LNDb-0187-0264.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0264
606,ts-LNDb-0187-0267.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0267
607,ts-LNDb-0187-0270.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0270
608,ts-LNDb-0187-0273.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0273
609,ts-LNDb-0187-0276.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0276
610,ts-LNDb-0187-0279.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0279
611,ts-LNDb-0187-0282.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0282
612,ts-LNDb-0187-0285.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0285
613,ts-LNDb-0187-0288.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0288
614,ts-LNDb-0187-0291.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0291
615,ts-LNDb-0187-0294.jpg,"(332, 512, 512)","(-161.1806640625, -302.6806640625, -334.0)",ts-LNDb-0187-0294
616,ts-LNDb-0023-0171.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0171
617,ts-LNDb-0023-0174.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0174
618,ts-LNDb-0023-0177.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0177
619,ts-LNDb-0023-0180.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0180
620,ts-LNDb-0023-0183.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0183
621,ts-LNDb-0023-0186.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0186
622,ts-LNDb-0023-0189.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0189
623,ts-LNDb-0023-0192.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0192
624,ts-LNDb-0023-0195.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0195
625,ts-LNDb-0023-0198.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0198
626,ts-LNDb-0023-0201.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0201
627,ts-LNDb-0023-0204.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0204
628,ts-LNDb-0023-0207.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0207
629,ts-LNDb-0023-0210.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0210
630,ts-LNDb-0023-0213.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0213
631,ts-LNDb-0023-0216.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0216
632,ts-LNDb-0023-0219.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0219
633,ts-LNDb-0023-0222.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0222
634,ts-LNDb-0023-0225.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0225
635,ts-LNDb-0023-0228.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0228
636,ts-LNDb-0023-0231.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0231
637,ts-LNDb-0023-0234.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0234
638,ts-LNDb-0023-0237.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0237
639,ts-LNDb-0023-0240.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0240
640,ts-LNDb-0023-0243.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0243
641,ts-LNDb-0023-0246.jpg,"(286, 512, 512)","(-174.673828125, -327.673828125, -379.5)",ts-LNDb-0023-0246
